date,open,high,low,close,adj_open,adj_high,adj_low,adj_close,volume,buy_sell
2003/4/11,4549.08,4562.95,4521.17,4530.4,4549.56,4563.43,4521.65,4530.88,2536000,20389
2003/4/14,4540.09,4549.64,4456.96,4459.81,4540.58,4550.13,4457.44,4460.29,2008000,-99032
2003/4/15,4494.19,4500.28,4466.02,4487.59,4494.67,4500.76,4466.5,4488.07,1889000,10273
2003/4/16,4541.66,4619.95,4541.66,4609.32,4542.14,4620.44,4542.14,4609.81,3340000,262215
2003/4/17,4593.89,4628,4564.52,4566.66,4594.82,4628.93,4565.44,4567.58,2420000,65516
2003/4/18,4633.59,4677.42,4633.59,4658.3,4634.53,4678.36,4634.53,4659.24,4037000,187937
2003/4/21,4652.24,4661.89,4609.47,4648.12,4653.18,4662.83,4610.4,4649.06,3138000,100125
2003/4/22,4622.25,4626.46,4556.1,4556.1,4623.18,4627.39,4557.02,4557.02,2430000,704
2003/4/23,4611.46,4621.78,4546.2,4564.93,4612.4,4622.72,4547.13,4565.86,2832000,130550
2003/4/24,4538.37,4538.37,4360.83,4374.94,4539.29,4539.29,4361.72,4375.83,3501000,-250247
2003/4/25,4269.6,4338.27,4231.56,4233.54,4270.47,4339.15,4232.42,4234.4,3027000,-186112
2003/4/28,4126.25,4156.85,4044.73,4139.5,4127.09,4157.69,4045.55,4140.34,2650000,94962
2003/4/29,4186.23,4227.82,4142.62,4200.32,4187.08,4228.68,4143.46,4201.17,3497000,-2926
2003/4/30,4260.08,4268.84,4128.34,4148.07,4260.94,4269.7,4129.18,4148.91,2945000,11802
2003/5/2,4130.6,4193.19,4108.67,4187.82,4131.44,4194.04,4109.5,4188.67,2365000,96904
2003/5/5,4167.42,4215.9,4146.14,4202.12,4168.28,4216.77,4147,4202.99,2300000,90339
2003/5/6,4210.39,4250.89,4206.84,4220.45,4211.66,4252.17,4208.11,4221.72,2367000,120433
2003/5/7,4253.43,4276.69,4217.73,4275.91,4254.71,4277.98,4219,4277.2,2521000,60561
2003/5/8,4254.51,4254.51,4191.25,4191.25,4255.8,4255.8,4192.52,4192.52,1849000,11606
2003/5/9,4194.55,4278.89,4194.55,4244.18,4195.82,4280.18,4195.82,4245.46,2385000,57251
2003/5/12,4264.74,4296.72,4245.21,4261.02,4266.02,4298.01,4246.49,4262.3,1915000,209867
2003/5/13,4320.13,4362.34,4320.13,4334.59,4321.44,4363.66,4321.44,4335.9,2638000,265839
2003/5/14,4329.42,4351.54,4317.99,4341.1,4330.73,4352.85,4319.29,4342.41,2023000,159679
2003/5/15,4329.98,4331.24,4288.49,4331.24,4331.28,4332.54,4289.78,4332.54,1758000,101026
2003/5/16,4360.64,4365.11,4283.77,4283.77,4361.95,4366.42,4285.06,4285.06,1955000,103351
2003/5/19,4259.88,4263.81,4233.75,4255.8,4261.16,4265.09,4235.02,4257.08,1369000,-44668
2003/5/20,4202.62,4254.14,4194.22,4251.59,4204.67,4256.21,4196.26,4253.66,1510000,-93647
2003/5/21,4248.68,4248.68,4212.5,4216.64,4250.76,4250.76,4214.56,4218.7,1475000,-44257
2003/5/22,4209.26,4271.3,4184.85,4271.3,4211.46,4273.53,4187.03,4273.53,1909000,41264
2003/5/23,4295.76,4360.94,4289.53,4349.52,4298,4363.22,4291.77,4351.79,3038000,250405
2003/5/26,4393.4,4465.57,4393.4,4465.57,4395.69,4467.9,4395.69,4467.9,3491000,225528
2003/5/27,4463.36,4484.54,4445.74,4451.11,4465.69,4486.88,4448.06,4453.43,3264000,232009
