date,open,high,low,close,adj_open,adj_high,adj_low,adj_close,volume,buy_sell
2005/10/13,5970.1,5974.03,5928.86,5960.11,6552.56,6556.88,6507.3,6541.6,2792065,-210776
2005/10/14,5987.05,6006.96,5967.71,5969.07,6571.18,6593.04,6549.96,6551.45,2790260,-172810
2005/10/17,5990.23,5991.35,5826.27,5826.27,6574.67,6575.9,6394.71,6394.71,3045509,-95126
2005/10/18,5853.28,5865.24,5805.7,5830.79,6424.35,6437.48,6372.13,6399.67,2594131,-158564
2005/10/19,5788.83,5788.83,5692.28,5694.16,6353.68,6353.68,6247.71,6249.77,3253960,-251644
2005/10/20,5719.03,5763.72,5647.92,5748,6277.07,6326.12,6199.02,6308.87,3742904,-278550
2005/10/21,5678.62,5761.16,5678.62,5738.76,6232.71,6323.31,6232.71,6298.72,2854956,-128832
2005/10/24,5761.33,5766.35,5713.63,5717.28,6323.52,6329.03,6271.16,6275.17,2626071,-67551
2005/10/25,5796.81,5803.67,5721.31,5721.31,6362.47,6370,6279.6,6279.6,2722752,26818
2005/10/26,5731.87,5739.94,5672.89,5700.72,6291.28,6300.14,6226.54,6257.09,2894774,77269
2005/10/27,5663.24,5717.05,5632.23,5661.18,6215.95,6275.01,6181.91,6213.69,2902444,-136884
2005/10/28,5646.8,5690.98,5618.9,5632.97,6197.91,6246.4,6167.29,6182.73,2954192,-242121
2005/10/31,5692.82,5774.61,5681.2,5764.3,6248.41,6338.19,6235.66,6326.87,3142064,11394
2005/11/1,5803.25,5829.82,5786.64,5798.41,6369.62,6398.79,6351.39,6364.31,3017145,200636
2005/11/2,5832.34,5870.37,5816.9,5870.37,6401.55,6443.29,6384.6,6443.29,2825857,73689
2005/11/3,5907.22,5908.69,5855.13,5858.01,6483.74,6485.36,6426.57,6429.73,2785908,134511
2005/11/4,5907.27,5930.24,5888.4,5911.74,6483.8,6509.02,6463.09,6488.71,3148857,243799
2005/11/7,5905.36,5905.36,5842.37,5860.39,6481.7,6481.7,6412.56,6432.34,2458263,37421
2005/11/8,5865.91,5867.07,5836.24,5849.63,6438.4,6439.67,6405.83,6420.53,2522926,32882
2005/11/9,5843.97,5971.06,5843.39,5971.06,6414.32,6553.81,6413.68,6553.81,3414016,349397
2005/11/10,5987.28,6021.38,5971.89,5988.37,6571.62,6609.05,6554.73,6572.82,3648705,449573
2005/11/11,6050.87,6075.26,6019.06,6075.26,6641.42,6668.19,6606.51,6668.19,3578017,404419
2005/11/14,6066.24,6090.87,6061.22,6083.62,6658.27,6685.31,6652.76,6677.35,2702661,267461
2005/11/15,6072.48,6073.44,6003.48,6030.74,6665.13,6666.19,6589.4,6619.32,2729906,98664
2005/11/16,6021.61,6079.3,6002.18,6046.2,6609.3,6672.62,6587.97,6636.29,2991891,120113
2005/11/17,6063.09,6063.09,5994.91,6020.94,6654.87,6654.87,6580.04,6608.61,2766197,-15100
2005/11/18,6084.07,6121.6,6077.98,6106.74,6677.91,6719.1,6671.22,6702.79,4003669,242139
2005/11/21,6130.8,6138.4,6093.44,6103.42,6729.19,6737.53,6688.19,6699.14,2976233,101855
2005/11/22,6091.77,6094.68,6050.24,6059.19,6686.35,6689.54,6640.77,6650.59,2600545,16880
2005/11/23,6095.18,6123.52,6074.33,6123.52,6690.12,6721.23,6667.24,6721.23,2952991,128115
2005/11/24,6122.97,6143.87,6104.11,6111.89,6720.63,6743.57,6699.93,6708.47,3220442,190164
2005/11/25,6133.7,6145.01,6122.17,6128.2,6732.42,6744.83,6719.76,6726.38,3088193,58551
2005/11/28,6167.08,6212.35,6156.29,6203.84,6769.04,6818.73,6757.2,6809.39,3821419,183614
2005/11/29,6192.94,6207.05,6139.51,6139.51,6797.44,6812.92,6738.79,6738.79,3613061,112516
2005/11/30,6172.96,6206.45,6171.38,6203.47,6775.5,6812.26,6773.77,6808.99,3778694,92201
2005/12/1,6196.36,6202.91,6162.86,6179.82,6801.18,6808.37,6764.41,6783.03,3227285,-32488
2005/12/2,6254.35,6258.34,6209.77,6228.95,6864.84,6869.22,6815.91,6836.96,4199646,373639
2005/12/5,6280.81,6348.31,6244.49,6348.31,6893.88,6967.97,6854.02,6967.97,4479658,144962
2005/12/6,6319.13,6364.17,6318.95,6350.52,6935.94,6985.37,6935.74,6970.39,4557731,302219
2005/12/7,6362.51,6370.82,6290.6,6329.52,6983.56,6992.68,6904.63,6947.35,4108984,183867
2005/12/8,6302.08,6316.58,6223.35,6249.19,6917.23,6933.15,6830.82,6859.18,3733086,-25127
2005/12/9,6269.94,6274.04,6233.23,6264.36,6881.94,6886.44,6841.65,6875.82,3274241,-53071
2005/12/12,6272.61,6272.61,6206.83,6266.29,6884.89,6884.89,6812.69,6877.95,3159491,7580
2005/12/13,6270.24,6282.23,6242.41,6261.18,6882.28,6895.44,6851.74,6872.34,3466362,45613
2005/12/14,6272.48,6280.52,6227.35,6235.35,6884.74,6893.57,6835.21,6843.99,3427176,-70092
2005/12/15,6240.37,6259.21,6227.25,6258.47,6849.49,6870.17,6835.09,6869.36,2949201,59854
2005/12/16,6293.41,6375.33,6293.41,6350.69,6907.71,6997.63,6907.71,6970.58,4485149,308672
2005/12/19,6386.36,6439.2,6374.49,6431.42,7009.74,7067.74,6996.71,7059.2,4494752,294263
2005/12/20,6428.25,6443.89,6413.46,6427.84,7055.72,7072.89,7039.49,7055.27,3899282,143560
2005/12/21,6442.32,6481.56,6427.86,6471.89,7071.15,7114.22,7055.28,7103.61,4407572,233789
2005/12/22,6501.37,6504.09,6417.2,6417.2,7135.98,7138.96,7043.59,7043.59,3832890,72919
2005/12/23,6450.65,6516.11,6426.23,6512.63,7080.46,7152.31,7053.65,7148.49,4266018,281941
2005/12/26,6565.67,6573.97,6530.76,6534.77,7206.72,7215.83,7168.4,7172.8,4510050,118101
2005/12/27,6539.29,6570.42,6505.46,6531.59,7177.76,7211.93,7140.63,7169.31,4798191,99876
2005/12/28,6492.8,6530.02,6479.34,6524.4,7126.73,7167.59,7111.96,7161.42,5871778,2053197
2005/12/29,6549.72,6600.12,6546.75,6575.53,7189.21,7244.53,7185.95,7217.54,5424306,278847
2005/12/30,6589.84,6600.17,6548.34,6548.34,7233.24,7244.58,7187.69,7187.69,5528442,84232
2006/1/2,6457.61,6492.92,6424.03,6462.06,7088.11,7126.86,7051.25,7092.99,4697272,-44096
2006/1/3,6476.2,6591.77,6457.09,6591.77,7108.51,7235.36,7087.53,7235.36,5214136,-32071
2006/1/4,6658.32,6670.96,6579.66,6616.44,7308.41,7322.28,7222.07,7262.44,5910064,336699
2006/1/5,6669.8,6717.12,6666.84,6709.87,7321.02,7372.96,7317.77,7365,5851695,207838
2006/1/6,6757.41,6761.01,6676.65,6694.82,7417.17,7421.12,7328.53,7348.47,5904757,141630
2006/1/9,6752.09,6763.86,6708.59,6742.39,7411.34,7424.26,7363.59,7400.69,5368690,220299
2006/1/10,6751.56,6751.56,6678.84,6707.4,7410.75,7410.75,7330.93,7362.28,4473047,151295
2006/1/11,6702.47,6741.92,6650.61,6735.89,7356.87,7400.17,7299.94,7393.55,5237215,243491
2006/1/12,6782.15,6797.2,6725.57,6725.61,7444.33,7460.85,7382.23,7382.27,6004447,382810
2006/1/13,6729.58,6729.58,6669.64,6682.35,7386.62,7386.62,7320.83,7334.78,3806146,-22189
2006/1/16,6680.88,6733.52,6664.8,6724.18,7333.17,7390.95,7315.52,7380.7,3088712,112811
2006/1/17,6752.24,6775.73,6711.04,6711.04,7411.5,7437.29,7366.28,7366.28,3908191,62332
2006/1/18,6620.77,6629.44,6467.73,6498.92,7267.2,7276.71,7099.21,7133.45,4604046,-506401
2006/1/19,6514.71,6545.89,6442.78,6512.29,7150.79,7185.01,7071.83,7148.13,3911936,-235151
2006/1/20,6571.64,6571.64,6475.3,6486.63,7213.27,7213.27,7107.52,7119.96,2935205,-20266
2006/1/23,6385.88,6417.72,6373.63,6381.97,7009.37,7044.32,6995.93,7005.08,2777545,-141250
2006/1/24,6418.58,6478.5,6418.58,6451.94,7045.26,7111.03,7045.26,7081.88,2638290,-139436
2006/1/25,6500.63,6536.89,6477.34,6532.18,7135.33,7175.13,7109.77,7169.96,2775059,192507
2006/2/3,6592.19,6626.43,6547.17,6594.6,7235.82,7273.41,7186.41,7238.47,3601717,255742
2006/2/6,6568.35,6719.96,6530.8,6719.96,7209.66,7376.07,7168.44,7376.07,3930167,371853
2006/2/7,6692.42,6747.43,6681.53,6720.08,7345.84,7406.22,7333.89,7376.2,4268640,512825
2006/2/8,6712.87,6715.18,6623.23,6624.11,7368.3,7370.83,7269.9,7270.87,3101965,-12006
2006/2/9,6696.65,6700.86,6620.32,6630.13,7350.48,7355.11,7266.7,7277.47,3576195,175410
2006/2/10,6652.33,6652.33,6574.01,6594.92,7301.84,7301.84,7215.87,7238.82,3472885,119808
2006/2/13,6591.99,6623.55,6557.76,6562.29,7235.61,7270.25,7198.04,7203.01,2988050,-58002
2006/2/14,6553.28,6613.86,6540.71,6612.97,7193.11,7259.61,7179.31,7258.63,2814676,-167823
2006/2/15,6628.98,6659.52,6592.94,6598.49,7276.21,7309.73,7236.65,7242.74,3151732,23568
2006/2/16,6661.3,6701.74,6647.03,6683.93,7311.68,7356.07,7296.02,7336.52,3444106,170986
2006/2/17,6723.66,6726.73,6665.63,6673.75,7380.13,7383.5,7316.44,7325.35,3282007,227755
2006/2/20,6652.55,6697.31,6631.81,6686.55,7302.08,7351.21,7279.32,7339.4,2779192,106662
2006/2/21,6708.21,6717.53,6631.51,6631.51,7363.18,7373.41,7278.99,7278.99,2730164,47155
2006/2/22,6634.83,6650.71,6503.7,6530.7,7282.64,7300.07,7138.7,7168.34,3294358,-79905
2006/2/23,6523.85,6528.5,6466.21,6474.69,7160.81,7165.91,7097.54,7106.85,3005238,-9727
2006/2/24,6474.05,6538.22,6473.8,6538.22,7106.15,7176.59,7105.88,7176.59,2792814,90778
2006/2/27,6496.55,6567.91,6481.99,6561.63,7130.85,7209.17,7114.86,7202.28,2669270,87747
2006/3/1,6518,6636.92,6518,6613.39,7154.39,7284.92,7154.39,7259.09,3085097,-100196
2006/3/2,6678.46,6685.45,6637.9,6642.96,7330.52,7338.19,7286,7291.55,3096023,88808
2006/3/3,6643.79,6659.44,6543.43,6553.66,7292.46,7309.64,7182.3,7193.53,3028547,-12018
2006/3/6,6547.73,6582.21,6531.5,6575.78,7187.03,7224.88,7169.22,7217.82,2289559,-64328
2006/3/7,6553.97,6557.15,6494.15,6494.15,7193.88,7197.37,7128.22,7128.22,2514583,-153771
2006/3/8,6487.07,6521.27,6436.14,6459.57,7120.45,7157.98,7064.54,7090.26,2681291,-207944
2006/3/9,6476.96,6505.56,6465.23,6486.47,7109.35,7140.74,7096.48,7119.79,2176550,-6629
2006/3/10,6492.04,6528.56,6473.18,6490.68,7125.89,7165.98,7105.19,7124.4,2339071,30079
2006/3/13,6520.36,6551.13,6502.51,6544.63,7156.98,7190.75,7137.39,7183.62,2393039,102016
2006/3/14,6532.25,6545.12,6444.14,6460.01,7170.03,7184.16,7073.32,7090.74,2663918,-149866
2006/3/15,6516.14,6534.61,6478.71,6518.7,7152.35,7172.62,7111.27,7155.16,2755965,-14743
2006/3/16,6528.14,6594.18,6504.98,6504.98,7165.52,7238.01,7140.1,7140.1,3415296,-29934
2006/3/17,6507.55,6530.43,6471.71,6528.57,7142.92,7168.03,7103.58,7165.99,2710641,-123836
2006/3/20,6554.18,6569.53,6510.58,6516.52,7194.1,7210.95,7146.24,7152.76,2737960,-47432
2006/3/21,6525.3,6536.01,6458.03,6458.03,7162.41,7174.16,7088.57,7088.57,2437965,-93353
2006/3/22,6419.46,6441.27,6387.36,6391.26,7046.22,7070.16,7010.99,7015.27,2434069,-311108
2006/3/23,6412.66,6418.48,6344.73,6364.6,7038.76,7045.15,6964.2,6986.01,2376518,-151625
2006/3/24,6366.96,6401.62,6351.89,6376.62,6988.6,7026.64,6972.06,6999.2,2281254,489
2006/3/27,6408.2,6430.23,6399.08,6421.85,7033.87,7058.05,7023.86,7048.85,2117775,67225
2006/3/28,6433.23,6469.67,6424.94,6453.85,7061.35,7101.34,7052.25,7083.98,2089763,40660
2006/3/29,6447.7,6498.03,6444.4,6498.03,7077.23,7132.47,7073.6,7132.47,2420386,95405
2006/3/30,6540.81,6559.21,6504.75,6546.06,7179.43,7199.62,7139.85,7185.19,3353953,182902
2006/3/31,6564.86,6632.63,6564.86,6613.97,7205.83,7280.21,7205.83,7259.73,3204345,412027
2006/4/3,6627.32,6672.11,6615.98,6660.76,7274.39,7323.55,7261.94,7311.09,3275646,227073
2006/4/4,6679.82,6684.1,6651.96,6665.6,7332.01,7336.71,7301.43,7316.4,3083142,201540
2006/4/6,6724.97,6760.82,6710.68,6760.82,7381.57,7420.92,7365.88,7420.92,3467033,386382
2006/4/7,6758.82,6802.94,6722.39,6781.94,7418.72,7467.15,7378.74,7444.1,3438064,317474
2006/4/10,6759.38,6815.73,6758.07,6780.64,7419.33,7481.19,7417.9,7442.67,3173306,313732
2006/4/11,6772.96,6775.65,6723.23,6757.17,7434.25,7437.2,7379.67,7416.92,3137051,109176
2006/4/12,6710.62,6813.66,6709.83,6808.5,7365.81,7478.91,7364.95,7473.25,3891090,175721
2006/4/13,6850.19,6868.74,6828.95,6855.74,7519.02,7539.38,7495.7,7525.11,4529750,227831
2006/4/14,6888.18,6952.54,6876.47,6952.54,7560.72,7631.36,7547.86,7631.36,4452889,431797
2006/4/17,6982.47,7015.91,6950.58,7000.09,7664.21,7700.91,7629.21,7683.55,4915510,455561
2006/4/18,7007.45,7007.45,6918.46,6989.46,7691.63,7691.63,7593.95,7671.88,3966008,164386
2006/4/19,7073.32,7093.43,7038.78,7038.78,7763.93,7786.01,7726.02,7726.02,4811062,360301
2006/4/20,7061.38,7107.68,7030.89,7102.74,7750.82,7801.64,7717.35,7796.22,4383687,280174
2006/4/21,7130.68,7160.74,7092.93,7093.05,7826.89,7859.89,7785.46,7785.59,5344560,354216
2006/4/24,7066.19,7141.29,7057.19,7096.04,7756.1,7838.53,7746.22,7788.86,4007538,56512
2006/4/25,7125.9,7166.47,7052.9,7059.94,7821.64,7866.17,7741.51,7749.24,4745654,116796
2006/4/26,7080.62,7173.56,7047.96,7168.98,7771.94,7873.96,7736.09,7868.93,4399543,182035
2006/4/27,7203.75,7229.35,7136.21,7136.21,7907.09,7935.19,7832.96,7832.96,6378148,470623
2006/4/28,7172.31,7184.37,7103.87,7171.77,7872.59,7885.83,7797.47,7872,4643165,167260
2006/5/2,7174.93,7217.37,7141.91,7199.6,7875.46,7922.04,7839.22,7902.54,4990836,227315
2006/5/3,7242.04,7265.17,7233.84,7242.37,7949.13,7974.52,7940.13,7949.49,5367946,404007
2006/5/4,7280.82,7351.87,7278.49,7345.04,7991.69,8069.68,7989.13,8062.18,6070985,339297
2006/5/5,7409.65,7455.83,7355.42,7370.44,8133.09,8183.78,8073.56,8090.05,7030887,673991
2006/5/8,7438.41,7474.05,7401.99,7474.05,8164.66,8203.78,8124.68,8203.78,5704040,303228
2006/5/9,7470.01,7476.07,7364.19,7388.94,8199.36,8206.01,8083.2,8110.37,6270964,275576
2006/5/10,7398.27,7426.37,7272.39,7324.71,8120.6,8151.45,7982.43,8039.86,6653769,43226
2006/5/11,7271.75,7361.45,7254.97,7361.45,7981.73,8080.19,7963.31,8080.19,4934342,59527
2006/5/12,7269.92,7326.48,7267.79,7278.96,7979.73,8041.81,7977.39,7989.65,4708357,-178255
2006/5/15,7225.8,7240.92,7167.03,7176.35,7931.3,7947.89,7866.79,7877.02,4694298,-367822
2006/5/16,7202.35,7202.9,7069.9,7069.9,7905.56,7906.17,7760.18,7760.18,4768854,-433566
2006/5/17,7116.75,7144.28,7057.99,7116.83,7811.6,7841.82,7747.11,7811.69,3904274,-145668
2006/5/18,6989.48,7045.87,6987.65,7034.03,7672.72,7734.62,7670.71,7721.62,3903565,-518262
2006/5/19,7040.42,7097.27,7010.69,7074.15,7728.63,7791.04,7696,7765.66,3386308,-102442
2006/5/22,7111.42,7112.42,6938.26,6938.26,7806.57,7807.66,7616.48,7616.48,3932613,-315294
2006/5/23,6874.09,6909.58,6833.98,6843.98,7546.04,7585,7502.01,7512.99,3433627,-410834
2006/5/24,6904.28,6932.28,6791.11,6877.01,7579.19,7609.92,7454.95,7549.25,3806363,-180229
2006/5/25,6892.27,6914.45,6842.92,6861.65,7566.22,7590.57,7512.05,7532.61,3572582,-308301
2006/5/26,6951.76,6976.33,6856.55,6879.51,7631.52,7658.5,7527,7552.21,4346268,-74035
2006/5/29,6913.1,6919.96,6864.76,6878.88,7589.09,7596.62,7536.02,7551.52,2659527,-57728
2006/5/30,6910.3,6912.95,6829.4,6846.95,7586.01,7588.92,7497.2,7516.47,3405848,-104634
2006/6/1,6874.66,6922.34,6868.42,6872.84,7547.03,7599.37,7540.18,7545.03,2724779,-196418
2006/6/2,6951.42,6967.09,6885.39,6959.64,7631.3,7648.5,7558.81,7640.32,2907290,31895
2006/6/5,6956.77,6967.38,6700.47,6715.27,7637.17,7648.82,7355.8,7372.05,3382342,48607
2006/6/6,6684.58,6738.78,6621.17,6730.27,7338.36,7397.86,7268.75,7388.52,3045440,-318083
2006/6/7,6691.5,6699.54,6612.74,6612.74,7345.96,7354.79,7259.5,7259.5,2527799,-265120
2006/6/8,6562.1,6564.1,6331.81,6331.81,7204.07,7206.26,6951.25,6951.25,3919614,-348345
2006/6/9,6389.98,6451.17,6268.92,6444.63,7015.1,7082.28,6882.2,7075.1,3546377,-484824
2006/6/12,6384.32,6443.21,6339.24,6442.9,7009.27,7073.92,6959.77,7073.58,2245253,-249035
2006/6/13,6349.09,6401.55,6328.38,6337.21,6975.93,7033.57,6953.18,6962.88,2472451,-479182
2006/6/14,6343.66,6494.92,6340.28,6469.01,6970.03,7136.23,6966.32,7107.76,3244635,-147857
2006/6/15,6531.81,6535.13,6418.77,6426.39,7177.59,7181.24,7053.38,7061.75,3059161,-94068
2006/6/16,6589.7,6629.33,6550.13,6575.77,7243.87,7287.44,7200.37,7228.56,3933673,313648
2006/6/19,6576.55,6603.98,6541.33,6583.04,7229.43,7259.58,7190.71,7236.56,3025624,107247
2006/6/20,6536.11,6552.17,6324.69,6363.55,7212.93,7230.65,6979.62,7022.5,3631239,-258927
2006/6/21,6354.43,6399.22,6290.63,6299.59,7013.38,7062.81,6942.96,6952.85,3000780,-46833
2006/6/22,6427.71,6487.91,6397.13,6485.15,7095.39,7161.85,7061.64,7158.8,2971416,112588
2006/6/23,6432.46,6462.91,6362.23,6452.31,7100.64,7134.25,7023.11,7122.55,2886565,-91119
2006/6/26,6464.4,6548.94,6448.51,6523.68,7136.29,7229.62,7118.75,7201.73,2652272,64247
2006/6/27,6520.77,6622.81,6513.03,6572.39,7199.57,7312.23,7191.02,7256.56,3379387,100368
2006/6/28,6500.38,6540.93,6481.65,6540.93,7177.76,7222.54,7157.08,7222.54,2835945,-104485
2006/6/29,6578.58,6623.39,6574.4,6607.39,7267.19,7316.69,7262.58,7299.02,3474344,137874
2006/6/30,6731.07,6731.07,6682.38,6704.41,7436.13,7436.13,7382.34,7406.68,3875306,395579
2006/7/3,6727.23,6735.34,6705.25,6718.5,7432.47,7441.43,7408.18,7422.82,2621146,122233
2006/7/4,6748.47,6789.55,6722.39,6734.51,7458.46,7503.86,7429.63,7443.03,3245226,139348
2006/7/5,6709.21,6741.52,6651.55,6659.96,7427.74,7463.51,7363.91,7373.22,3070732,-67553
2006/7/6,6630.04,6659.07,6608.49,6659.07,7344.45,7376.61,7320.58,7376.61,2632790,-238662
2006/7/7,6651.02,6671.74,6628.46,6660.61,7367.99,7390.94,7342.99,7378.61,2925828,-65660
2006/7/10,6609.86,6694.75,6588.55,6682.46,7323.13,7417.18,7299.52,7403.56,2476041,-36787
2006/7/11,6672.32,6702.64,6639.13,6639.13,7401.18,7434.81,7364.36,7364.36,2417622,-54799
2006/7/12,6681.9,6725.42,6612.34,6634.09,7413.22,7461.51,7336.05,7360.18,3088406,-26414
2006/7/13,6591.56,6624.04,6562.54,6567.6,7322.15,7358.23,7289.91,7295.53,2431234,-166803
2006/7/14,6472.29,6489.65,6413.92,6428.03,7189.94,7209.22,7125.1,7140.77,2983296,-521004
2006/7/17,6402.77,6416.41,6232.49,6257.8,7113.61,7128.77,6924.43,6952.55,2824165,-203106
2006/7/18,6257.45,6293.12,6244.15,6285.31,6973.35,7013.1,6958.53,7004.4,2382776,-267674
2006/7/19,6317.58,6359.82,6277.24,6277.24,7042.01,7089.09,6997.04,6997.04,2413458,-122626
2006/7/20,6423.61,6446.29,6393.89,6443.74,7172.65,7197.98,7139.47,7195.13,2972408,217793
2006/7/21,6396.7,6423.52,6373.59,6420.01,7143.39,7173.34,7117.58,7169.42,2512619,-32105
2006/7/24,6316.83,6363.68,6308.72,6359.63,7056.68,7109.01,7047.62,7104.49,2169476,-126702
2006/7/25,6433.32,6435.83,6390.99,6390.99,7208.78,7211.59,7161.35,7161.35,2648275,84487
2006/7/26,6389.49,6406.66,6360.11,6376.39,7181.21,7200.51,7148.19,7166.49,2430679,-100859
2006/7/27,6379.4,6461.92,6373.11,6459.25,7172.74,7265.52,7165.67,7262.52,2683963,119558
2006/7/28,6450.04,6490.36,6448.37,6480.07,7254.48,7299.83,7252.61,7288.26,2886108,37466
2006/7/31,6528.23,6531.11,6428.26,6454.58,7343.33,7346.57,7230.87,7260.48,2753997,83397
2006/8/1,6464.59,6478.34,6435.93,6441.46,7290.06,7305.57,7257.74,7263.98,2450734,28009
2006/8/2,6426.23,6488.68,6421.78,6471.42,7261.52,7332.08,7256.49,7312.58,2562871,8507
2006/8/3,6496.01,6514.9,6460.03,6462.32,7351.16,7372.53,7310.44,7313.03,2981549,15553
2006/8/4,6483.07,6491.67,6421.55,6442.61,7337.34,7347.07,7267.71,7291.55,2722786,-57009
2006/8/7,6425.99,6450.06,6405.09,6416.61,7276.76,7304.02,7253.09,7266.14,2229164,-51284
2006/8/8,6442.68,6502.14,6441.16,6502.14,7302.87,7370.27,7301.15,7370.27,2324921,98297
2006/8/9,6493.89,6574.49,6488.59,6573.22,7364.23,7455.63,7358.22,7454.19,2964769,233664
2006/8/10,6555.28,6606.28,6555.28,6578.61,7455.39,7513.39,7455.39,7481.92,3403623,86988
2006/8/11,6612.48,6617.23,6559.27,6571.1,7521.5,7526.9,7460.97,7474.43,3086789,84277
2006/8/14,6588.47,6634.73,6587.36,6611.9,7497.88,7550.52,7496.61,7524.54,2641584,67250
2006/8/15,6628.5,6628.5,6595.35,6615.13,7544.35,7544.35,7506.62,7529.13,2677601,77450
2006/8/16,6686.23,6699.83,6663.07,6696.63,7611.75,7627.23,7585.38,7623.59,3845559,267676
2006/8/17,6752.99,6761.79,6722.58,6733.46,7697.84,7707.87,7663.18,7675.58,3933955,315855
2006/8/18,6761.4,6761.4,6719.75,6721.08,7708.11,7708.11,7660.62,7662.14,2907166,173281
